"scientific_name","stock_name","avg_p_score","avg_s_score","score"
"Psettichthys _ melanostictus","Gulf of Alaska Shallow Water Flatfish Complex",1.85714285714286,1.92307692307692,1.89010989010989
"Pseudopleuronectes _ americanus","Winter flounder - Georges Bank",2,2,2
"Pseudopleuronectes _ americanus","Winter flounder - Gulf of Maine",2,1.69230769230769,1.84615384615385
"Pseudopleuronectes _ americanus","Winter flounder - Southern New England / Mid-Atlantic",2,1.92307692307692,1.96153846153846
"Rachycentron _ canadum","Cobia - Gulf of Mexico",2.28571428571429,1.92307692307692,2.1043956043956
"Raja _ binoculata","Bering Sea / Aleutian Islands Skate Complex",1.92857142857143,2,1.96428571428571
"Raja _ binoculata","Big skate - Gulf of Alaska",1.92857142857143,2.07692307692308,2.00274725274725
"Raja _ binoculata","Big skate - Pacific Coast",1.92857142857143,2.30769230769231,2.11813186813187
"Raja _ binoculata","Gulf of Alaska Skate Complex",1.92857142857143,2.07692307692308,2.00274725274725
"Raja _ eglanteria","Clearnose skate - Southern New England / Mid-Atlantic",1.92857142857143,2.38461538461538,2.15659340659341
"Raja _ rhina","Gulf of Alaska Skate Complex",1.85714285714286,2.07692307692308,1.96703296703297
"Raja _ rhina","Longnose skate - Gulf of Alaska",1.85714285714286,2,1.92857142857143
"Raja _ rhina","Longnose skate - Pacific Coast",1.85714285714286,2.53846153846154,2.1978021978022
"Ranina _ ranina","Spanner crab - Main Hawaiian Islands",2.14285714285714,2.07692307692308,2.10989010989011
"Reinhardtius _ hippoglossoides","Greenland halibut - Bering Sea / Aleutian Islands",1.78571428571429,2.46153846153846,2.12362637362637
"Rhizoprionodon _ terraenovae","Atlantic Small Coastal Shark Complex",2.35714285714286,1.84615384615385,2.10164835164835
"Rhizoprionodon _ terraenovae","Atlantic sharpnose shark - Atlantic",2.35714285714286,2.15384615384615,2.25549450549451
"Rhizoprionodon _ terraenovae","Atlantic sharpnose shark - Gulf of Mexico",2.35714285714286,2.15384615384615,2.25549450549451
"Rhomboplites _ aurorubens","Vermilion snapper - Gulf of Mexico",2.35714285714286,2.23076923076923,2.29395604395604
"Rhomboplites _ aurorubens","Vermilion snapper - Southern Atlantic Coast",2.35714285714286,2,2.17857142857143
"Salmo _ salar","Atlantic salmon - Gulf of Maine",2.64285714285714,1.92307692307692,2.28296703296703
"Sardinops _ sagax","Pacific sardine - Northern Subpopulation",2,1.92307692307692,1.96153846153846
"Scarus _ altipinnis","Filament-f inned parrotfish - Guam",1.85714285714286,1.76923076923077,1.81318681318681
"Scarus _ coelestinus","Caribbean Parrotfishes Complex",1.85714285714286,1.69230769230769,1.77472527472527
"Scarus _ coeruleus","Caribbean Parrotfishes Complex",1.85714285714286,1.69230769230769,1.77472527472527
"Scarus _ dubius","Regal parrotfish - Main Hawaiian Islands",1.85714285714286,1.69230769230769,1.77472527472527
"Scarus _ guacamaia","Caribbean Parrotfishes Complex",1.85714285714286,1.69230769230769,1.77472527472527
"Scarus _ iseri","Caribbean Parrotfishes Complex",2.21428571428571,1.69230769230769,1.9532967032967
"Scarus _ psittacus","Palenose parrotfish - Main Hawaiian Islands",2.42857142857143,1.61538461538462,2.02197802197802
"Scarus _ rubroviolaceus","Redlip parrotfish - Guam",2.14285714285714,1.69230769230769,1.91758241758242
"Scarus _ rubroviolaceus","Redlip parrotfish - Main Hawaiian Islands",2.14285714285714,1.61538461538462,1.87912087912088
"Scarus _ taeniopterus","Caribbean Parrotfishes Complex",1.85714285714286,1.69230769230769,1.77472527472527
"Scarus _ vetula","Caribbean Parrotfishes Complex",1.92857142857143,1.69230769230769,1.81043956043956
"Scomber _ japonicus","Pacific chub mackerel - Pacific Coast",2.35714285714286,1.69230769230769,2.02472527472527
"Scomber _ scombrus","Atlantic mackerel - Gulf of Maine / Cape Hatteras",1.85714285714286,1.92307692307692,1.89010989010989
"Scomberomorus _ cavalla","King mackerel - Gulf of Mexico",2.21428571428571,2.30769230769231,2.26098901098901
"Scomberomorus _ cavalla","King mackerel - Southern Atlantic Coast",2.21428571428571,2.30769230769231,2.26098901098901
"Scomberomorus _ maculatus","Spanish mackerel - Gulf of Mexico",2.5,2.07692307692308,2.28846153846154
"Scomberomorus _ maculatus","Spanish mackerel - Southern Atlantic Coast",2.5,2,2.25
"Scophthalmus _ aquosus","Windowpane - Gulf of Maine / Georges Bank",2.42857142857143,2,2.21428571428571
"Scophthalmus _ aquosus","Windowpane - Southern New England / Mid-Atlantic",2.42857142857143,2.07692307692308,2.25274725274725
"Scorpaena _ guttata","California scorpionfish - Southern California",2.07142857142857,2.23076923076923,2.1510989010989
"Scorpaenichthys _ marmoratus","Cabezon - California",2.07142857142857,2.07692307692308,2.07417582417582
"Scorpaenichthys _ marmoratus","Cabezon - Northern California",2.07142857142857,1.92307692307692,1.99725274725275
"Scorpaenichthys _ marmoratus","Cabezon - Oregon",2.07142857142857,1.92307692307692,1.99725274725275
"Scorpaenichthys _ marmoratus","Cabezon - Southern California",2.07142857142857,1.92307692307692,1.99725274725275
"Scorpaenichthys _ marmoratus","Cabezon - Washington",2.07142857142857,1.84615384615385,1.95879120879121
"Sebastes _ aleutianus","Aleutian Islands Blackspotted and Rougheye rockfish Complex",1.35714285714286,1.84615384615385,1.60164835164835
"Sebastes _ aleutianus","Bering Sea / Aleutian Islands Blackspotted and Rougheye Rockfish Complex",1.35714285714286,1.84615384615385,1.60164835164835
"Sebastes _ aleutianus","Eastern Bering Sea Blackspotted and Rougheye Rockfish Complex",1.35714285714286,1.76923076923077,1.56318681318681
"Sebastes _ aleutianus","Gulf of Alaska Blackspotted and Rougheye Rockfish Complex",1.35714285714286,1.84615384615385,1.60164835164835
"Sebastes _ aleutianus","Pacific Coast Blackspotted and Rougheye Rockfish Complex",1.35714285714286,1.84615384615385,1.60164835164835
"Sebastes _ aleutianus","Rougheye rockfish - Gulf of Alaska",1.35714285714286,1.84615384615385,1.60164835164835
"Sebastes _ aleutianus","Rougheye rockfish - Pacific Coast",1.35714285714286,1.76923076923077,1.56318681318681
"Sebastes _ alutus","Pacific ocean perch - Bering Sea / Aleutian Islands",1.35714285714286,2.15384615384615,1.75549450549451
"Sebastes _ alutus","Pacific ocean perch - Gulf of Alaska",1.35714285714286,2.07692307692308,1.71703296703297
"Sebastes _ alutus","Pacific ocean perch - Pacific Coast",1.35714285714286,2.15384615384615,1.75549450549451
"Sebastes _ auriculatus","Brown rockfish - Pacific Coast",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ aurora","Aurora rockfish - Pacific Coast",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ aurora","Gulf of Alaska Other Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ babcocki","Gulf of Alaska Other Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ borealis","Shortraker rockfish - Bering Sea / Aleutian Islands",1.57142857142857,2.07692307692308,1.82417582417582
"Sebastes _ borealis","Shortraker rockfish - Gulf of Alaska",1.57142857142857,2.23076923076923,1.9010989010989
"Sebastes _ brevispinis","Gulf of Alaska Other Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ carnatus","Northern California Gopher / Black-and-Yellow Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ caurinus","Copper rockfish - Northern California",1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ caurinus","Copper rockfish - Oregon",1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ caurinus","Copper rockfish - Southern California",1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ caurinus","Copper rockfish - Washington",1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ caurinus","Gulf of Alaska Other Rockfish Complex",1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ chlorostictus","Greenspotted rockfish - Pacific Coast",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ chrysomelas","Northern California Gopher / Black-and-Yellow Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ crameri","Darkblotched rockfish - Pacific Coast",1.28571428571429,2.30769230769231,1.7967032967033
"Sebastes _ crameri","Gulf of Alaska Other Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ crocotulus","Vermilion and Sunset Rockfish Complex - Southern California",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ crocotulus","Vermilion and Sunset rockfish Complex - Northern California",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ diaconus","California Blue and Deacon Rockfish Complex",1.5,1.92307692307692,1.71153846153846
"Sebastes _ diaconus","Oregon Blue and Deacon Rockfish Complex",1.5,1.92307692307692,1.71153846153846
"Sebastes _ diploproa","Gulf of Alaska Other Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ diploproa","Splitnose rockfish - Pacific Coast",1.28571428571429,2,1.64285714285714
"Sebastes _ elongatus","Greenstriped rockfish - Pacific Coast",1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ elongatus","Gulf of Alaska Other Rockfish Complex",1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ entomelas","Gulf of Alaska Other Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ entomelas","Widow rockfish - Pacific Coast",1.28571428571429,2.15384615384615,1.71978021978022
"Sebastes _ fasciatus","Acadian redfish - Gulf of Maine / Georges Bank",1.71428571428571,2.53846153846154,2.12637362637363
"Sebastes _ flavidus","Gulf of Alaska Other Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ flavidus","Yellowtail rockfish - Northern Pacific Coast",1.28571428571429,2.07692307692308,1.68131868131868
"Sebastes _ flavidus","Yellowtail rockfish - Southern Pacific Coast",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ goodei","Chilipepper - Southern Pacific Coast",1.35714285714286,2,1.67857142857143
"Sebastes _ goodei","Gulf of Alaska Other Rockfish Complex",1.35714285714286,1.84615384615385,1.60164835164835
"Sebastes _ helvomaculatus","Gulf of Alaska Other Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ hopkinsi","Squarespot rockfish - Pacific Coast",1.57142857142857,1.92307692307692,1.74725274725275
"Sebastes _ jordani","Gulf of Alaska Other Rockfish Complex",1.5,1.76923076923077,1.63461538461538
"Sebastes _ jordani","Shortbelly rockfish - Pacific Coast",1.5,1.84615384615385,1.67307692307692
"Sebastes _ levis","Cowcod - Southern California",1.42857142857143,2.07692307692308,1.75274725274725
"Sebastes _ maliger","Gulf of Alaska Other Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ maliger","Quillback rockfish - California",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ maliger","Quillback rockfish - Oregon",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ maliger","Quillback rockfish - Washington",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ melanops","Black rockfish - California",1.42857142857143,2.07692307692308,1.75274725274725
"Sebastes _ melanops","Black rockfish - Northern Pacific Coast",1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ melanops","Black rockfish - Oregon",1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ melanops","Black rockfish - Southern Pacific Coast",1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ melanops","Black rockfish - Washington",1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ melanostictus","Aleutian Islands Blackspotted and Rougheye rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ melanostictus","Bering Sea / Aleutian Islands Blackspotted and Rougheye Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ melanostictus","Eastern Bering Sea Blackspotted and Rougheye Rockfish Complex",1.28571428571429,1.84615384615385,1.56593406593407
"Sebastes _ melanostictus","Gulf of Alaska Blackspotted and Rougheye Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ melanostictus","Pacific Coast Blackspotted and Rougheye Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ melanostomus","Blackgill rockfish - Southern California",1.42857142857143,2.07692307692308,1.75274725274725
"Sebastes _ melanostomus","Gulf of Alaska Other Rockfish Complex",1.42857142857143,2.07692307692308,1.75274725274725
"Sebastes _ miniatus","Gulf of Alaska Other Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ miniatus","Vermilion and Sunset Rockfish Complex - Southern California",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ miniatus","Vermilion and Sunset rockfish Complex - Northern California",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ miniatus","Vermilion rockfish - Oregon",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ miniatus","Vermilion rockfish - Washington",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ mystinus","Blue rockfish - Southern California",1.5,1.84615384615385,1.67307692307692
"Sebastes _ mystinus","California Blue and Deacon Rockfish Complex",1.5,1.92307692307692,1.71153846153846
"Sebastes _ mystinus","Oregon Blue and Deacon Rockfish Complex",1.5,1.92307692307692,1.71153846153846
"Sebastes _ nebulosus","China rockfish - Central Pacific Coast",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ nebulosus","China rockfish - Northern Pacific Coast",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ nebulosus","China rockfish - Southern Pacific Coast",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ nebulosus","Gulf of Alaska Other Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ nigrocinctus","Gulf of Alaska Other Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ paucispinis","Bocaccio - Southern Pacific Coast",1.42857142857143,2.07692307692308,1.75274725274725
"Sebastes _ paucispinis","Gulf of Alaska Other Rockfish Complex",1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ pinniger","Canary rockfish - Pacific Coast",1.28571428571429,2.15384615384615,1.71978021978022
"Sebastes _ pinniger","Gulf of Alaska Other Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ polyspinis","Gulf of Alaska Other Rockfish Complex",1.28571428571429,1.84615384615385,1.56593406593407
"Sebastes _ polyspinis","Northern rockfish - Bering Sea / Aleutian Islands",1.28571428571429,2.23076923076923,1.75824175824176
"Sebastes _ polyspinis","Northern rockfish - Western / Central Gulf of Alaska",1.28571428571429,2.23076923076923,1.75824175824176
"Sebastes _ proriger","Gulf of Alaska Other Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ reedi","Gulf of Alaska Other Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ ruberrimus","Gulf of Alaska Other Rockfish Complex",1.5,1.92307692307692,1.71153846153846
"Sebastes _ ruberrimus","Yelloweye rockfish - Gulf of Alaska",1.5,1.92307692307692,1.71153846153846
"Sebastes _ ruberrimus","Yelloweye rockfish - Pacific Coast",1.5,2.07692307692308,1.78846153846154
"Sebastes _ rufus","Bank rockfish - California",1.28571428571429,1.84615384615385,1.56593406593407
"Sebastes _ saxicola","Gulf of Alaska Other Rockfish Complex",1.35714285714286,1.92307692307692,1.64010989010989
"Sebastes _ saxicola","Stripetail rockfish - Pacific Coast",1.35714285714286,2,1.67857142857143
"Sebastes _ variabilis","Bering Sea / Aleutian Islands Other Rockfish Complex",1.35714285714286,1.76923076923077,1.56318681318681
"Sebastes _ variabilis","Dusky rockfish - Gulf of Alaska",1.35714285714286,2.15384615384615,1.75549450549451
"Sebastes _ variegatus","Gulf of Alaska Other Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ wilsoni","Gulf of Alaska Other Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ zacentrus","Gulf of Alaska Other Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ zacentrus","Sharpchin rockfish - Pacific Coast",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastolobus _ alascanus","Bering Sea / Aleutian Islands Other Rockfish Complex",1.71428571428571,2,1.85714285714286
"Sebastolobus _ alascanus","Shortspine thornyhead - Gulf of Alaska",1.71428571428571,2,1.85714285714286
"Sebastolobus _ alascanus","Shortspine thornyhead - Pacific Coast",1.71428571428571,2.23076923076923,1.97252747252747
"Sebastolobus _ altivelis","Longspine thornyhead - Pacific Coast",1.5,2.53846153846154,2.01923076923077
"Seriola _ dumerili","Greater amberjack - Gulf of Mexico",2.42857142857143,1.76923076923077,2.0989010989011
"Seriola _ dumerili","Greater amberjack - Southern Atlantic Coast",2.42857142857143,2.15384615384615,2.29120879120879
"Sicyonia _ brevirostris","Brown rock shrimp - Southern Atlantic Coast",2.07142857142857,1.69230769230769,1.88186813186813
"Somniosus _ pacificus","Gulf of Alaska Shark Complex",2,2,2
"Sparisoma _ aurofrenatum","Caribbean Parrotfishes Complex",2.42857142857143,1.61538461538462,2.02197802197802
"Sparisoma _ chrysopterum","Caribbean Parrotfishes Complex",2.28571428571429,1.69230769230769,1.98901098901099
"Sparisoma _ chrysopterum","Redtail parrotfish - Caribbean",2.28571428571429,1.69230769230769,1.98901098901099
"Sparisoma _ rubripinne","Caribbean Parrotfishes Complex",2.21428571428571,1.69230769230769,1.9532967032967
"Sparisoma _ viride","Caribbean Parrotfishes Complex",2.28571428571429,1.69230769230769,1.98901098901099
"Sphyrna _ lewini","Scalloped hammerhead - Atlantic and Gulf of Mexico",1.85714285714286,1.84615384615385,1.85164835164835
"Sphyrna _ tiburo","Atlantic Small Coastal Shark Complex",1.92857142857143,1.84615384615385,1.88736263736264
"Spisula _ solidissima","Atlantic surfclam - Mid-Atlantic Coast",2,2.38461538461538,2.19230769230769
"Squalus _ acanthias","Spiny dogfish - Atlantic Coast",1.92857142857143,2.46153846153846,2.19505494505495
"Squalus _ acanthias","Spiny dogfish - Pacific Coast",1.92857142857143,2.30769230769231,2.11813186813187
"Squalus _ suckleyi","North Pacific spiny dogfish - Gulf of Alaska",1.64285714285714,2.23076923076923,1.93681318681319
"Squalus _ suckleyi","Bering Sea / Aleutian Islands Shark Complex",1.64285714285714,2.15384615384615,1.89835164835165
"Squalus _ suckleyi","Gulf of Alaska Shark Complex",1.78571428571429,2.15384615384615,1.96978021978022
"Stenotomus _ chrysops","Scup - Atlantic Coast",2.35714285714286,2.23076923076923,2.29395604395604
"Thunnus _ alalunga","Albacore - North Atlantic",2,2.07692307692308,2.03846153846154
"Thunnus _ alalunga","Albacore - North Pacific",2,2.15384615384615,2.07692307692308
"Thunnus _ alalunga","Albacore - South Pacific",2,1.92307692307692,1.96153846153846
"Thunnus _ albacares","Yellowfin tuna - Atlantic",2.78571428571429,1.84615384615385,2.31593406593407
"Thunnus _ albacares","Yellowfin tuna - Eastern Pacific",2.78571428571429,1.76923076923077,2.27747252747253
"Thunnus _ albacares","Yellowfin tuna - Western and Central Pacific",2.78571428571429,2,2.39285714285714
"Thunnus _ obesus","Bigeye tuna - Atlantic",2.42857142857143,2,2.21428571428571
"Thunnus _ obesus","Bigeye tuna - Eastern Pacific",2.42857142857143,1.76923076923077,2.0989010989011
"Thunnus _ obesus","Bigeye tuna - Western and Central Pacific",2.42857142857143,2.15384615384615,2.29120879120879
"Thunnus _ orientalis","Pacific bluefin tuna - Pacific",2.14285714285714,2.07692307692308,2.10989010989011
"Thunnus _ thynnus","Bluefin tuna - Western Atlantic",1.85714285714286,2.07692307692308,1.96703296703297
"Trachidermus _ fasciatus","Bering Sea / Aleutian Islands Sculpin Complex",2.28571428571429,1.92307692307692,2.1043956043956
"Triglops _ forficatus","Bering Sea / Aleutian Islands Sculpin Complex",2.07142857142857,1.92307692307692,1.99725274725275
"Triglops _ metopias","Bering Sea / Aleutian Islands Sculpin Complex",2.07142857142857,1.92307692307692,1.99725274725275
"Triglops _ pingelii","Bering Sea / Aleutian Islands Sculpin Complex",2.07142857142857,1.92307692307692,1.99725274725275
"Triglops _ scepticus","Bering Sea / Aleutian Islands Sculpin Complex",2,1.92307692307692,1.96153846153846
"Urophycis _ chuss","Red hake - Gulf of Maine / Northern Georges Bank",2.07142857142857,2.07692307692308,2.07417582417582
"Urophycis _ chuss","Red hake - Southern Georges Bank / Mid-Atlantic",2.07142857142857,2,2.03571428571429
"Urophycis _ tenuis","White hake - Gulf of Maine / Georges Bank",1.92857142857143,2.15384615384615,2.04120879120879
"Variola _ louti","Guam Bottomfish Multi-species Complex",2.14285714285714,2.07692307692308,2.10989010989011
"Variola _ louti","Northern Mariana Islands Bottomfish Multi-species Complex",2.14285714285714,2.07692307692308,2.10989010989011
"Xiphias _ gladius","Swordfish - Eastern Pacific",2.35714285714286,1.76923076923077,2.06318681318681
"Xiphias _ gladius","Swordfish - North Atlantic",2.35714285714286,2,2.17857142857143
"Xiphias _ gladius","Swordfish - Western and Central North Pacific",2.35714285714286,2.07692307692308,2.21703296703297
"Zoarces _ americanus","Ocean pout - Northwestern Atlantic Coast",2,1.84615384615385,1.92307692307692
